paper_id,bibtex,entry_type,venue,publisher,year,peer_reviewed,publisher_type,publisher_family,publisher_type_source,doaj_listed,is_open_access,J_verbatim,J_numeric,J_report_reported,J_coding_rule,n_scenarios,J_is_outer_replication,confounded_with,justification_given,justification_quote,justification_type,is_arxiv_preprint
sloczynski2022doubly,"@article{sloczynski2022doubly,
  title={Doubly robust estimation of local average treatment effects using inverse probability weighted regression adjustment},
  author={S{\l}oczy{\'n}ski, Tymon and Uysal, S Derya and Wooldridge, Jeffrey M},
  year={2022},
  publisher={JSTOR}
}",article,,JSTOR,2022,REVIEW_REQUIRED,working-paper,other,no journal or booktitle field,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Scotina2019,"@article{Scotina2019,
  title = {Matching estimators for causal effects of multiple treatments},
  volume = {29},
  ISSN = {1477-0334},
  url = {http://dx.doi.org/10.1177/0962280219850858},
  DOI = {10.1177/0962280219850858},
  number = {4},
  journal = {Statistical Methods in Medical Research},
  publisher = {SAGE Publications},
  author = {Scotina,  Anthony D and Beaudoin,  Francesca L and Gutman,  Roee},
  year = {2019},
  month = may,
  pages = {1051–1066}
}",article,Statistical Methods in Medical Research,SAGE Publications,2019,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Kuang2017,"@article{Kuang2017,
  title = {Treatment Effect Estimation with Data-Driven Variable Decomposition},
  volume = {31},
  ISSN = {2159-5399},
  url = {http://dx.doi.org/10.1609/aaai.v31i1.10480},
  DOI = {10.1609/aaai.v31i1.10480},
  number = {1},
  journal = {Proceedings of the AAAI Conference on Artificial Intelligence},
  publisher = {Association for the Advancement of Artificial Intelligence (AAAI)},
  author = {Kuang,  Kun and Cui,  Peng and Li,  Bo and Jiang,  Meng and Yang,  Shiqiang and Wang,  Fei},
  year = {2017},
  month = feb 
}",article,Proceedings of the AAAI Conference on Artificial Intelligence,Association for the Advancement of Artificial Intelligence (AAAI),2017,Y,conference,conference,entry type / proceedings title,0,0,50,50,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Khan2023,"@article{Khan2023,
  title = {Adaptive normalization for IPW estimation},
  volume = {11},
  ISSN = {2193-3685},
  url = {http://dx.doi.org/10.1515/jci-2022-0019},
  DOI = {10.1515/jci-2022-0019},
  number = {1},
  journal = {Journal of Causal Inference},
  publisher = {Walter de Gruyter GmbH},
  author = {Khan,  Samir and Ugander,  Johan},
  year = {2023},
  month = jan 
}",article,Journal of Causal Inference,Walter de Gruyter GmbH,2023,Y,gold-OA,commercial,DOAJ exact title match (2193-3677;2193-3685),1,1,100000,100000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Schochet2022,"@article{Schochet2022,
  title = {Estimating complier average causal effects for clustered RCTs when the treatment affects the service population},
  volume = {10},
  ISSN = {2193-3685},
  url = {http://dx.doi.org/10.1515/jci-2022-0033},
  DOI = {10.1515/jci-2022-0033},
  number = {1},
  journal = {Journal of Causal Inference},
  publisher = {Walter de Gruyter GmbH},
  author = {Schochet,  Peter Z.},
  year = {2022},
  month = jan,
  pages = {300–334}
}",article,Journal of Causal Inference,Walter de Gruyter GmbH,2022,Y,gold-OA,commercial,DOAJ exact title match (2193-3677;2193-3685),1,1,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Bijwaard2018,"@article{Bijwaard2018,
  title = {An IPW estimator for mediation effects in hazard models: with an application to schooling,  cognitive ability and mortality},
  volume = {57},
  ISSN = {1435-8921},
  url = {http://dx.doi.org/10.1007/s00181-018-1432-9},
  DOI = {10.1007/s00181-018-1432-9},
  number = {1},
  journal = {Empirical Economics},
  publisher = {Springer Science and Business Media LLC},
  author = {Bijwaard,  Govert E. and Jones,  Andrew M.},
  year = {2018},
  month = may,
  pages = {129–175}
}",article,Empirical Economics,Springer Science and Business Media LLC,2018,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Linden2015,"@article{Linden2015,
  title = {Estimating causal effects for multivalued treatments: a comparison of approaches},
  volume = {35},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.6768},
  DOI = {10.1002/sim.6768},
  number = {4},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Linden,  Ariel and Uysal,  S. Derya and Ryan,  Andrew and Adams,  John L.},
  year = {2015},
  month = oct,
  pages = {534–552}
}",article,Statistics in Medicine,Wiley,2015,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,10000,10000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Lee2021,"@article{Lee2021,
  title = {Partially Pooled Propensity Score Models for Average Treatment Effect Estimation with Multilevel Data},
  volume = {184},
  ISSN = {1467-985X},
  url = {http://dx.doi.org/10.1111/rssa.12741},
  DOI = {10.1111/rssa.12741},
  number = {4},
  journal = {Journal of the Royal Statistical Society Series A: Statistics in Society},
  publisher = {Oxford University Press (OUP)},
  author = {Lee,  Youjin and Nguyen,  Trang Q. and Stuart,  Elizabeth A.},
  year = {2021},
  month = sep,
  pages = {1578–1598}
}",article,Journal of the Royal Statistical Society Series A: Statistics in Society,Oxford University Press (OUP),2021,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
NEURIPS2024_0fd3d809,"@inproceedings{NEURIPS2024_0fd3d809,
 author = {Lee, Joowon and Huling, Jared D. and Chen, Guanhua},
 booktitle = {Advances in Neural Information Processing Systems},
 editor = {A. Globerson and L. Mackey and D. Belgrave and A. Fan and U. Paquet and J. Tomczak and C. Zhang},
 pages = {8411--8476},
 publisher = {Curran Associates, Inc.},
 title = {An effective framework for estimating individualized treatment rules},
 url = {https://proceedings.neurips.cc/paper_files/paper/2024/file/0fd3d8093b3ba73d19b393a1326fdba7-Paper-Conference.pdf},
 volume = {37},
 year = {2024}
}",inproceedings,Advances in Neural Information Processing Systems,"Curran Associates, Inc.",2024,Y,conference,conference,entry type / proceedings title,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Newsome2018,"@article{Newsome2018,
  title = {Estimating long‐term treatment effects in observational data: A comparison of the performance of different methods under real‐world uncertainty},
  volume = {37},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.7664},
  DOI = {10.1002/sim.7664},
  number = {15},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Newsome,  Simon J. and Keogh,  Ruth H. and Daniel,  Rhian M.},
  year = {2018},
  month = apr,
  pages = {2367–2390}
}",article,Statistics in Medicine,Wiley,2018,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Sun2024,"@article{Sun2024,
  title = {Estimation of network treatment effects with non-ignorable missing confounders},
  volume = {12},
  ISSN = {2193-3685},
  url = {http://dx.doi.org/10.1515/jci-2022-0079},
  DOI = {10.1515/jci-2022-0079},
  number = {1},
  journal = {Journal of Causal Inference},
  publisher = {Walter de Gruyter GmbH},
  author = {Sun,  Zhaohan and Zhu,  Yeying and Dubin,  Joel A.},
  year = {2024},
  month = jan 
}",article,Journal of Causal Inference,Walter de Gruyter GmbH,2024,Y,gold-OA,commercial,DOAJ exact title match (2193-3677;2193-3685),1,1,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Mosquera2023,"@article{Mosquera2023,
  title = {Properties of inverse probability of adherence weighted estimator of the per-protocol effect for sustained treatment strategies under different data-generating mechanisms and adherence patterns},
  volume = {56},
  ISSN = {0256-422X},
  url = {http://dx.doi.org/10.3329/jsr.v56i2.67467},
  DOI = {10.3329/jsr.v56i2.67467},
  number = {2},
  journal = {Journal of Statistical Research},
  publisher = {Bangladesh Academy of Sciences},
  author = {Mosquera,  Lucy and Karim,  Mohammad Ehsanul and Hossain,  Md Belal},
  year = {2023},
  month = jul,
  pages = {133–154}
}",article,Journal of Statistical Research,Bangladesh Academy of Sciences,2023,Y,hybrid/subscription,society,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Liu2023,"@article{Liu2023,
  title = {Joint evaluation of placebo and treatment effects in cluster randomized trials by causal inference models},
  volume = {132},
  ISSN = {1551-7144},
  url = {http://dx.doi.org/10.1016/j.cct.2023.107308},
  DOI = {10.1016/j.cct.2023.107308},
  journal = {Contemporary Clinical Trials},
  publisher = {Elsevier BV},
  author = {Liu,  Wei and Zhang,  Bo},
  year = {2023},
  month = sep,
  pages = {107308}
}",article,Contemporary Clinical Trials,Elsevier BV,2023,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Valente2019,"@article{Valente2019,
  title = {A Viable Alternative When Propensity Scores Fail: Evaluation of Inverse Propensity Weighting and Sequential G-Estimation in a Two-Wave Mediation Model},
  volume = {55},
  ISSN = {1532-7906},
  url = {http://dx.doi.org/10.1080/00273171.2019.1614429},
  DOI = {10.1080/00273171.2019.1614429},
  number = {2},
  journal = {Multivariate Behavioral Research},
  publisher = {Informa UK Limited},
  author = {Valente,  Matthew J. and MacKinnon,  David P. and Mazza,  Gina L.},
  year = {2019},
  month = jun,
  pages = {165–187}
}",article,Multivariate Behavioral Research,Informa UK Limited,2019,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Liu2024,"@article{Liu2024,
  title = {Causal inference for treatment effects in partially nested designs.},
  volume = {29},
  ISSN = {1082-989X},
  url = {http://dx.doi.org/10.1037/met0000565},
  DOI = {10.1037/met0000565},
  number = {3},
  journal = {Psychological Methods},
  publisher = {American Psychological Association (APA)},
  author = {Liu,  Xiao and Liu,  Fang and Miller-Graff,  Laura and Howell,  Kathryn H. and Wang,  Lijuan},
  year = {2024},
  month = jun,
  pages = {457–479}
}",article,Psychological Methods,American Psychological Association (APA),2024,Y,hybrid/subscription,society,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
pmlr-v151-xu22c,"@InProceedings{pmlr-v151-xu22c,
  title = 	 { Calibration Error for Heterogeneous Treatment Effects },
  author =       {Xu, Yizhe and Yadlowsky, Steve},
  booktitle = 	 {Proceedings of The 25th International Conference on Artificial Intelligence and Statistics},
  pages = 	 {9280--9303},
  year = 	 {2022},
  editor = 	 {Camps-Valls, Gustau and Ruiz, Francisco J. R. and Valera, Isabel},
  volume = 	 {151},
  series = 	 {Proceedings of Machine Learning Research},
  month = 	 {28--30 Mar},
  publisher =    {PMLR},
  pdf = 	 {https://proceedings.mlr.press/v151/xu22c/xu22c.pdf},
  url = 	 {https://proceedings.mlr.press/v151/xu22c.html},
}",inproceedings,Proceedings of The 25th International Conference on Artificial Intelligence and Statistics,PMLR,2022,Y,conference,conference,entry type / proceedings title,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Ress2024,"@article{Ress2024,
  title = {Comparing methods for estimating causal treatment effects of administrative health data: A plasmode simulation study},
  volume = {33},
  ISSN = {1099-1050},
  url = {http://dx.doi.org/10.1002/hec.4891},
  DOI = {10.1002/hec.4891},
  number = {12},
  journal = {Health Economics},
  publisher = {Wiley},
  author = {Ress,  Vanessa and Wild,  Eva‐Maria},
  year = {2024},
  month = sep,
  pages = {2757–2777}
}",article,Health Economics,Wiley,2024,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Heiler2021,"@article{Heiler2021,
  title = {Efficient Covariate Balancing for the Local Average Treatment Effect},
  volume = {40},
  ISSN = {1537-2707},
  url = {http://dx.doi.org/10.1080/07350015.2021.1946067},
  DOI = {10.1080/07350015.2021.1946067},
  number = {4},
  journal = {Journal of Business &amp; Economic Statistics},
  publisher = {Informa UK Limited},
  author = {Heiler,  Phillip},
  year = {2021},
  month = aug,
  pages = {1569–1582}
}",article,Journal of Business &amp; Economic Statistics,Informa UK Limited,2021,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,20000,20000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Chan2015,"@article{Chan2015,
  title = {Globally Efficient Non-Parametric Inference of Average Treatment Effects by Empirical Balancing Calibration Weighting},
  volume = {78},
  ISSN = {1467-9868},
  url = {http://dx.doi.org/10.1111/rssb.12129},
  DOI = {10.1111/rssb.12129},
  number = {3},
  journal = {Journal of the Royal Statistical Society Series B: Statistical Methodology},
  publisher = {Oxford University Press (OUP)},
  author = {Chan,  Kwun Chuen Gary and Yam,  Sheung Chi Phillip and Zhang,  Zheng},
  year = {2015},
  month = nov,
  pages = {673–700}
}",article,Journal of the Royal Statistical Society Series B: Statistical Methodology,Oxford University Press (OUP),2015,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Abadie2002,"@book{Abadie2002,
  title = {Simple and Bias-Corrected Matching Estimators for Average Treatment Effects},
  url = {http://dx.doi.org/10.3386/t0283}, publisher = {National Bureau of Economic Research (NBER)},
  DOI = {10.3386/t0283},
  institution = {National Bureau of Economic Research},
  author = {Abadie,  Alberto and Imbens,  Guido},
  year = {2002},
  month = oct 
}",book,,National Bureau of Economic Research (NBER),2002,REVIEW_REQUIRED,working-paper,other,no journal or booktitle field,0,0,10000,10000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Zhao2004,"@article{Zhao2004,
  title = {Using Matching to Estimate Treatment Effects: Data Requirements,  Matching Metrics,  and Monte Carlo Evidence},
  volume = {86},
  ISSN = {1530-9142},
  url = {http://dx.doi.org/10.1162/003465304323023705},
  DOI = {10.1162/003465304323023705},
  number = {1},
  journal = {Review of Economics and Statistics},
  publisher = {MIT Press - Journals},
  author = {Zhao,  Zhong},
  year = {2004},
  month = feb,
  pages = {91–107}
}",article,Review of Economics and Statistics,MIT Press - Journals,2004,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Abadie2011,"@article{Abadie2011,
  title = {Bias-Corrected Matching Estimators for Average Treatment Effects},
  volume = {29},
  ISSN = {1537-2707},
  url = {http://dx.doi.org/10.1198/jbes.2009.07333},
  DOI = {10.1198/jbes.2009.07333},
  number = {1},
  journal = {Journal of Business &amp; Economic Statistics},
  publisher = {Informa UK Limited},
  author = {Abadie,  Alberto and Imbens,  Guido W.},
  year = {2011},
  month = jan,
  pages = {1–11}
}",article,Journal of Business &amp; Economic Statistics,Informa UK Limited,2011,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,10000,10000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
NIPS2017_b2eeb736,"@inproceedings{NIPS2017_b2eeb736,
 author = {Li, Sheng and Fu, Yun},
 booktitle = {Advances in Neural Information Processing Systems},
 editor = {I. Guyon and U. Von Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett},
 pages = {},
 publisher = {Curran Associates, Inc.},
 title = {Matching on Balanced Nonlinear Representations for Treatment Effects Estimation},
 url = {https://proceedings.neurips.cc/paper_files/paper/2017/file/b2eeb7362ef83deff5c7813a67e14f0a-Paper.pdf},
 volume = {30},
 year = {2017}
}",inproceedings,Advances in Neural Information Processing Systems,"Curran Associates, Inc.",2017,Y,conference,conference,entry type / proceedings title,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Hill2005,"@article{Hill2005,
  title = {Interval estimation for treatment effects using propensity score matching},
  volume = {25},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.2277},
  DOI = {10.1002/sim.2277},
  number = {13},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Hill,  Jennifer and Reiter,  Jerome P.},
  year = {2005},
  month = oct,
  pages = {2230–2256}
}",article,Statistics in Medicine,Wiley,2005,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Heinz2022,"@article{Heinz2022,
  title = {Impact of the matching algorithm on the treatment effect estimate: A neutral comparison study},
  volume = {66},
  ISSN = {1521-4036},
  url = {http://dx.doi.org/10.1002/bimj.202100292},
  DOI = {10.1002/bimj.202100292},
  number = {1},
  journal = {Biometrical Journal},
  publisher = {Wiley},
  author = {Heinz,  Priska and Wendel‐Garcia,  Pedro David and Held,  Ulrike},
  year = {2022},
  month = apr 
}",article,Biometrical Journal,Wiley,2022,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,2500,2500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Balzer2016,"@article{Balzer2016,
  title = {Targeted estimation and inference for the sample average treatment effect in trials with and without pair‐matching},
  volume = {35},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.6965},
  DOI = {10.1002/sim.6965},
  number = {21},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Balzer,  Laura B. and Petersen,  Maya L. and van der Laan,  Mark J.},
  year = {2016},
  month = apr,
  pages = {3717–3732}
}",article,Statistics in Medicine,Wiley,2016,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,5000,5000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Gao2021,"@article{Gao2021,
  title = {Assessment of heterogeneous treatment effect estimation accuracy via matching},
  volume = {40},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.9010},
  DOI = {10.1002/sim.9010},
  number = {17},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Gao,  Zijun and Hastie,  Trevor and Tibshirani,  Robert},
  year = {2021},
  month = apr,
  pages = {3990–4013}
}",article,Statistics in Medicine,Wiley,2021,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Chu2020,"@inproceedings{Chu2020,
  series = {CIKM ’20},
  title = {Matching in Selective and Balanced Representation Space for Treatment Effects Estimation},
  url = {http://dx.doi.org/10.1145/3340531.3412037},
  DOI = {10.1145/3340531.3412037},
  booktitle = {Proceedings of the 29th ACM International Conference on Information &amp; Knowledge Management},
  publisher = {ACM},
  author = {Chu,  Zhixuan and Rathbun,  Stephen L. and Li,  Sheng},
  year = {2020},
  month = oct,
  collection = {CIKM ’20}
}",inproceedings,Proceedings of the 29th ACM International Conference on Information &amp; Knowledge Management,ACM,2020,Y,conference,conference,entry type / proceedings title,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Scotina2019,"@article{Scotina2019,
  title = {Matching estimators for causal effects of multiple treatments},
  volume = {29},
  ISSN = {1477-0334},
  url = {http://dx.doi.org/10.1177/0962280219850858},
  DOI = {10.1177/0962280219850858},
  number = {4},
  journal = {Statistical Methods in Medical Research},
  publisher = {SAGE Publications},
  author = {Scotina,  Anthony D and Beaudoin,  Francesca L and Gutman,  Roee},
  year = {2019},
  month = may,
  pages = {1051–1066}
}",article,Statistical Methods in Medical Research,SAGE Publications,2019,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Morgan2006,"@article{Morgan2006,
  title = {Matching Estimators of Causal Effects: Prospects and Pitfalls in Theory and Practice},
  volume = {35},
  ISSN = {1552-8294},
  url = {http://dx.doi.org/10.1177/0049124106289164},
  DOI = {10.1177/0049124106289164},
  number = {1},
  journal = {Sociological Methods &amp; Research},
  publisher = {SAGE Publications},
  author = {Morgan,  Stephen L. and Harding,  David J.},
  year = {2006},
  month = aug,
  pages = {3–60}
}",article,Sociological Methods &amp; Research,SAGE Publications,2006,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,50000,50000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Kreif2013,"@article{Kreif2013,
  title = {Regression-adjusted matching and double-robust methods for estimating average treatment effects in health economic evaluation},
  volume = {13},
  ISSN = {1572-9400},
  url = {http://dx.doi.org/10.1007/s10742-013-0109-2},
  DOI = {10.1007/s10742-013-0109-2},
  number = {2–4},
  journal = {Health Services and Outcomes Research Methodology},
  publisher = {Springer Science and Business Media LLC},
  author = {Kreif,  Noémi and Grieve,  Richard and Radice,  Rosalba and Sekhon,  Jasjeet S.},
  year = {2013},
  month = oct,
  pages = {174–202}
}",article,Health Services and Outcomes Research Methodology,Springer Science and Business Media LLC,2013,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Abadie2021,"@article{Abadie2021,
  title = {Robust Post-Matching Inference},
  volume = {117},
  ISSN = {1537-274X},
  url = {http://dx.doi.org/10.1080/01621459.2020.1840383},
  DOI = {10.1080/01621459.2020.1840383},
  number = {538},
  journal = {Journal of the American Statistical Association},
  publisher = {Informa UK Limited},
  author = {Abadie,  Alberto and Spiess,  Jann},
  year = {2021},
  month = jan,
  pages = {983–995}
}",article,Journal of the American Statistical Association,Informa UK Limited,2021,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Balzer2014,"@article{Balzer2014,
  title = {Adaptive pair‐matching in randomized trials with unbiased and efficient effect estimation},
  volume = {34},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.6380},
  DOI = {10.1002/sim.6380},
  number = {6},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Balzer,  Laura B. and Petersen,  Maya L. and van der Laan,  Mark J.},
  year = {2014},
  month = nov,
  pages = {999–1011}
}",article,Statistics in Medicine,Wiley,2014,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,5000,5000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Rickles2014,"@article{Rickles2014,
  title = {A Two-Stage Propensity Score Matching Strategy for Treatment Effect Estimation in a Multisite Observational Study},
  volume = {39},
  ISSN = {1935-1054},
  url = {http://dx.doi.org/10.3102/1076998614559748},
  DOI = {10.3102/1076998614559748},
  number = {6},
  journal = {Journal of Educational and Behavioral Statistics},
  publisher = {American Educational Research Association (AERA)},
  author = {Rickles,  Jordan H. and Seltzer,  Michael},
  year = {2014},
  month = dec,
  pages = {612–636}
}",article,Journal of Educational and Behavioral Statistics,American Educational Research Association (AERA),2014,Y,hybrid/subscription,society,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
